file,concept,count
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Internet,95
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,universidades,46
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,la universidad,87
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,los Andes,31
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,EAFIT,2
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,la universidad del Valle,1
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,UIS,1
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Colciencias,24
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,ICFES,1
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,redes,34
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,National Science Foundation,10
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,formación,23
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Telecomunicaciones,1
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,equipo,17
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,ingeniero de sistemas,1
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,bases de datos,5
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,comunicaciones,13
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,computadores,9
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Centro de Cómputo,7
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,tele,4
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,,6
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,red de datos,3
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Biblioteca Luis Ángel Arango,7
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,sistema,5
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,módem,4
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,materialidad,7
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,IBM,14
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Telecom,17
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Bitnet,40
Copia de Entrevista Hugo Sim Uniandes Historia del Internet en Colombia_2023-09-19. Transcripción 1.docx,Runcol,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,ISP,12
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Internet Society,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Hugo,14
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Jerry,11
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,IMPSAT,5
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Stanford,14
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Colciencias,22
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,ICFES,6
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Univalle,21
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,red,49
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Telecom,16
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Universidad del Valle,12
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Confederación Suiza,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Escuela Politécnica,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Pablo Escobar,5
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Bitnet,7
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Uniandes,18
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,CINTEL,2
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Windows,6
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Microsoft,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Unix,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Antonio Restrepo,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,EAFIT,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,fibra optica,13
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,los Andes,6
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Inter,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,,8
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Gonzalo Romero,7
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,nodo,9
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,La Hemeroteca  Nacional,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Universidad Nacional,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,INET,5
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Maria Emilia Correa,2
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx, Forero,5
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Clemente,5
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Observatorio  Sismológico del Suroccidente,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,modem,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,National Science Foundation,5
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,banda ancha,11
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Icesi,28
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,RUAV,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,la Universidad Javeriana,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,RFP,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Adobe,2
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,ITEC,4
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,SENA,4
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,ABET,3
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Internet.Society,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,la Nacional Science  Foundation,1
Copia de Entrevista Uniandes Historia del Internet en Colombia_Gonzalo Ulloa_2023-10-05.docx,Internet. Society,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Uniandes,37
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Centro de cómputo,5
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Biblioteca Luis Ángel Arango,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Telecom,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,webscraping,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Fernando Salcedo,7
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Hugo Sin,12
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Gonzalo Romero,4
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Mauricio Pinilla,9
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Ingeniería de Sistemas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,ingeniera,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,telecomunicaciones,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,conexiones,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,redes,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,internet,15
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,aplicaciones administrativas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,mainframes,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,IBM,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Unisys,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,galpón,5
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,software,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,aplicaciones,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,BitNet,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,email,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Iván Trujillo,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Centro de Cómputo,14
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Martica,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,web,6
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Internet,10
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Gopher,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,STP,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,SMTP,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Gonzalo Tomero,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,página web,15
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,webmaster,5
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,manejo del servidor,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,configuración,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,servidor HTTP,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Unix,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,archivos de configuración,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,páginas web,18
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,código,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,HTML,4
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,índice de páginas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,páginas web planas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,WAIS,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,sitio web,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Paint,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Microsoft,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Office,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,producir,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,contenido,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,herramienta,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,dictar clases de cómo construir las páginas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,construir herramientas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,galpón por internet,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,programar la conexión,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,UNIX,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,programas,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,C,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,sockets,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,módem,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,servicio,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Carlos Varela,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Asociación Colombiana de Ingenieros de Sistemas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,multimedia,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,videos,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,animaciones,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,juegos,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,audio,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,video,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,animación,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,vender,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Casa Editorial El Tiempo,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,comunidad,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,bases de datos,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Facultad de Arquitectura,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Pablo Franciso Arrieta,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Photoshop,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Mauricio Barreto,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,herramientas gráficas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Illustrator,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,construir,4
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,botones,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,letreros,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Francisco Martínez,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,comandos,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Pablo Francisco Arrieta,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,herramientas de Adobe,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,fotos,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,mapa sensible,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,mapa virtual,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,página  web,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Erika Mancilla,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,María Clara,2
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,María Alejandra Godoy,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,administrador web,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,versión,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,STI,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Aldemar,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Flavio Arciniegas,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Javier Varela,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Ingrid Correa,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Alejandro Flores,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Anita,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,FTP,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Gonzalo Ulloa,6
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,HTTP,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Diego Londoño,3
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,buscar,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,grupos de información,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,preguntaba,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,miraba,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,copiaba,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,source,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,Página web,1
Copia_Trint_Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx,El Tiempo,18
